845 S WINDSOR BLVD APTS,2024-07-05,,845 S WINDSOR BLVD ,LOS ANGELES,PR0112362
3839 STEVELY AVE APTS,2022-08-26,,3839 STEVELY AVE ,LOS ANGELES,PR0073110
2637 ELLENDALE PL APTS,2024-05-13,,2637 ELLENDALE PL ,LOS ANGELES,PR0073111
LADERA TOWNHOUSE,2023-10-05,,6217 S LA BREA AVE ,LOS ANGELES,PR0073114
4214 MONTCLAIR ST APTS,2022-06-02,,4214 MONTCLAIR ST ,LOS ANGELES,PR0073116
8107 007TH ST APTS,2022-06-03,,8107 7TH ST,DOWNEY,PR0100317
6637 1/2 GRANGER AVE APTS,2023-08-07,,6637 1/2 GRANGER AVE ,BELL GARDENS,PR0100318
6917 PLASKA AVE APTS,2023-12-22,,6917 PLASKA AVE ,HUNTINGTON PARK,PR0100319
8101 5TH ST APTS,2025-06-10,,8101 5TH ST ,DOWNEY,PR0100321
ELMWOOD VILLA,2023-12-01,,9355 WASHBURN RD ,DOWNEY,PR0100322
THE CARIBBEAN,2023-02-06,,9820 VICTORIA AVE ,SOUTH GATE,PR0100323
5548 W WASHINGTON BLVD APTS,2023-12-14,,5548 W WASHINGTON BLVD ,LOS ANGELES,PR0100324
1430 LUCILE AVE APTS,2025-02-06,,1430 LUCILE AVE ,LOS ANGELES,PR0109444
2255 W 15TH ST APTS,2023-04-19,,2255 W 15TH ST ,LOS ANGELES,PR0109445
4244 BURNS AVE APTS,2022-12-15,,4244 BURNS AVE ,LOS ANGELES,PR0109446
FAX (310) 478-5631,2023-04-21,,978 S WESTMORELAND AVE ,LOS ANGELES,PR0109448
4420 CLARA ST APTS,2023-02-17,,4420 CLARA ST ,CUDAHY,PR0119214
4311 ELIZABETH ST APTS,2022-11-04,,4311 ELIZABETH ST ,CUDAHY,PR0119216
8259 FOUNTAIN AVE APTS,2023-11-21,,8259 FOUNTAIN AVE ,WEST HOLLYWOOD,PR0119222
1128 W 28TH ST APTS,2022-08-12,,1128 W 28TH ST ,LOS ANGELES,PR0100333
4183 SOMERSET DR APTS,2022-08-26,,4183 SOMERSET DR ,LOS ANGELES,PR0100338
4188 SOMERSET DR APTS,2022-08-26,,4188 SOMERSET DR ,LOS ANGELES,PR0100339
4131 PALMWOOD DR APTS,2021-08-03,,4131 PALMWOOD DR ,LOS ANGELES,PR0100341
947 N ORANGE GROVE AVE APTS,2021-09-02,,947 N ORANGE GROVE AVE ,LOS ANGELES,PR0088449
8228 FOUNTAIN AVE APTS,2023-11-21,,8228 FOUNTAIN AVE ,WEST HOLLYWOOD,PR0088451
1132 1/4 N GARDNER ST APTS,2023-08-16,,1132 1/4 N GARDNER ST ,LOS ANGELES,PR0088453
8028 1/2 NORTON AVE APTS,2023-10-16,,8028 1/2 NORTON AVE ,WEST HOLLYWOOD,PR0088455
912 N GENESEE AVE APTS,2023-12-07,,912 N GENESEE AVE ,LOS ANGELES,PR0088457
567 W 087TH ST APTS,2023-12-01,,567 W 87TH ST,LOS ANGELES,PR0117575
612 4/5 W 087TH ST APTS,2023-12-04,,612 4/5 W 87TH ST,LOS ANGELES,PR0117576
547 W 090TH ST APTS,2023-06-12,,547 W 90TH ST,LOS ANGELES,PR0117577
9106-9112,2023-06-12,,648 W 91ST ST,LOS ANGELES,PR0117580
517 W 092ND ST APTS,2023-12-12,,517 W 92ND ST,LOS ANGELES,PR0117581
581 W 092ND ST APTS,2023-12-14,,581 W 92ND ST,LOS ANGELES,PR0117582
604 W 092ND ST APTS,2025-06-10,,604 W 92ND ST,LOS ANGELES,PR0117583
7216 LOTUS AVE APTS,2022-09-29,,7216 LOTUS AVE ,SAN GABRIEL,PR0104719
10124 SAMOA AVE APTS,2025-06-10,,10124 SAMOA AVE ,TUJUNGA,PR0104720
PINE WOOD VILLAS  (APTS),2025-03-03,,10051 PINEWOOD AVE ,TUJUNGA,PR0104722
WESTVIEW APTS,2024-08-13,,10225 HILLHAVEN AVE ,TUJUNGA,PR0104723
10220 TUJUNGA CANYON BLVD APTS,2023-10-17,,10220 TUJUNGA CANYON BLVD ,TUJUNGA,PR0104725
MOUNTAIN VIEW APARTMENTS,2025-07-09,,10248 TUJUNGA CANYON BLVD ,TUJUNGA,PR0104727
906 N BEAUDRY AVE APTS,2023-07-06,,906 N BEAUDRY AVE ,LOS ANGELES,PR0070485
901 CENTENNIAL ST APTS,2023-07-14,,901 CENTENNIAL ST ,LOS ANGELES,PR0070486
1487 ALLISON AVE APTS,2023-01-24,,1487 ALLISON AVE ,LOS ANGELES,PR0070487
1720 1/2 MORTON AVE APTS,2023-01-24,,1720 1/2 MORTON AVE ,LOS ANGELES,PR0070489
2750 S SYCAMORE AVE APTS,2023-02-03,,2750 S SYCAMORE AVE ,LOS ANGELES,PR0066641
2646 S GARTH AVE APTS,2022-11-01,,2646 S GARTH AVE ,LOS ANGELES,PR0066642
943 4TH ST APTS,2022-12-21,,943 4TH ST ,SANTA MONICA,PR0066644
4054 WADE ST APTS,2021-12-21,,4054 WADE ST ,LOS ANGELES,PR0113264
7871 W MANCHESTER AVE APTS,2023-08-10,,7871 W MANCHESTER AVE ,PLAYA DEL REY,PR0113265
3922 SAWTELLE BLVD APTS,2022-10-14,,3922 SAWTELLE BLVD ,LOS ANGELES,PR0113267
7730 PASEO DEL REY APTS,2023-04-27,,7730 PASEO DEL REY ,PLAYA DEL REY,PR0113268
PALENCIA,2023-05-11,,7011 LENNOX AVE ,VAN NUYS,PR0079283
7047 FULTON AVE APTS,2025-05-06,,7047 FULTON AVE ,NORTH HOLLYWOOD,PR0079284
20946 BRYANT ST APTS,2024-05-09,,20946 BRYANT ST ,CANOGA PARK,PR0079285
FOUNTAIN COURT,2022-07-05,,8108 OWENSMOUTH AVE ,CANOGA PARK,PR0079286
TROPICANA,2022-08-29,,8220 OWENSMOUTH AVE ,CANOGA PARK,PR0079287
PARK PLACE,2025-11-18,,19249 BRYANT ST ,NORTHRIDGE,PR0079288
16020 CANTLAY ST APTS,2022-04-29,,16020 CANTLAY ST ,VAN NUYS,PR0079289
LA ENTRADA,2025-02-26,,21727 PARTHENIA ST ,CANOGA PARK,PR0079290
4630 LIVE OAK ST APTS,2021-11-12,,4630 LIVE OAK ST ,CUDAHY,PR0119514
6036 LUBEC ST APTS,2023-06-23,,6036 LUBEC ST ,BELL GARDENS,PR0119518
PARK OLIVE,2023-02-24,,3902 OLIVE ST ,HUNTINGTON PARK,PR0119520
KEN LOR APTS,2024-05-15,,17740 SCHERZINGER LN ,CANYON COUNTRY,PR0078038
31701 RIDGE ROUTE RD APTS,2024-11-19,,31701 RIDGE ROUTE RD ,CASTAIC,PR0078040
PORTOFINO,2023-11-07,,24452 VALENCIA BLVD ,VALENCIA,PR0078041
CANYON CLUB APT. FOR SENIORS`,2023-10-11,,26035 BOUQUET CANYON RD ,SANTA CLARITA,PR0078043
KENLOR MANOR,2024-08-10,,24308 WALNUT ST ,NEWHALL,PR0078044
2423 VIRGINIA AVE APTS,2023-08-09,,2423 VIRGINIA AVE ,SANTA MONICA,PR0078045
7955 COLE ST APTS,2021-10-07,,7955 COLE ST ,DOWNEY,PR0114518
5214 MCCALLUM AVE APTS,2023-04-10,,5214 MCCALLUM AVE ,SOUTH GATE,PR0114519
8478 SAN GABRIEL AVE APTS,2022-04-14,,8478 SAN GABRIEL AVE ,SOUTH GATE,PR0114520
12623 BARLIN AVE APTS,2024-01-19,,12623 BARLIN AVE ,DOWNEY,PR0114521
6944 KESTER AVE APTS,2022-12-13,,6944 KESTER AVE ,VAN NUYS,PR0114523
1320 VENICE BLVD APTS,2021-11-29,,1320 VENICE BLVD ,VENICE,PR0088634
1514 S HOLT AVE APTS,2021-09-02,,1514 S HOLT AVE ,LOS ANGELES,PR0088635
3760 SAWTELLE BLVD APTS,2022-06-03,,3760 SAWTELLE BLVD ,LOS ANGELES,PR0088637
3635 VETERAN AVE APTS,2023-02-14,,3635 VETERAN AVE ,LOS ANGELES,PR0088638
805 VICTORIA AVE APTS,2023-04-06,,805 VICTORIA AVE ,VENICE,PR0088641
665 N GRAND AVE APTS,2023-09-26,,665 N GRAND AVE ,LOS ANGELES,PR0072776
1006 E 18TH ST APTS,2024-07-03,,1006 E 18TH ST ,LOS ANGELES,PR0072779
4115 PALMWOOD DR APTS,2022-09-22,,4115 PALMWOOD DR ,LOS ANGELES,PR0072783
10974 ROSE AVE APTS,2021-09-14,,10974 ROSE AVE ,LOS ANGELES,PR0111708
2617 S SEPULVEDA BLVD APTS,2022-09-22,,2617 S SEPULVEDA BLVD ,LOS ANGELES,PR0111711
3709 S BENTLEY AVE APTS,2022-08-09,,3709 S BENTLEY AVE ,LOS ANGELES,PR0111713
11229 HUSTON ST APTS,2025-09-18,,11229 HUSTON ST ,NORTH HOLLYWOOD,PR0063571
KLUMP APTS,2025-09-12,,5051 KLUMP AVE ,NORTH HOLLYWOOD,PR0063573
5634 LAUREL CANYON BLVD APTS,2025-09-18,,5634 LAUREL CANYON BLVD ,VALLEY VILLAGE,PR0063575
5628 COLFAX AVE APTS,2023-02-23,,5628 COLFAX AVE ,NORTH HOLLYWOOD,PR0063576
SAN MARCOS I,2025-06-12,,5711 CAMELLIA AVE ,VALLEY VILLAGE,PR0063579
2304 MICHIGAN AVE APTS,2024-01-04,,2304 MICHIGAN AVE ,LOS ANGELES,PR0072614
1819 E BRIDGE ST APTS,2023-02-09,,1819 E BRIDGE ST ,LOS ANGELES,PR0072616
122 S LORENA APTS,2021-12-27,,122 S LORENA ST,LOS ANGELES,PR0072619
443 S FETTERLY AVE APTS,2022-10-05,,443 S FETTERLY AVE ,LOS ANGELES,PR0073246
522 S FETTERLY AVE APTS,2022-10-07,,522 S FETTERLY AVE ,LOS ANGELES,PR0073247
562 S FETTERLY AVE APTS,2022-10-07,,562 S FETTERLY AVE ,LOS ANGELES,PR0073248
523 S FERRIS AVE APTS,2022-10-07,,523 S FERRIS AVE ,LOS ANGELES,PR0073249
522 S FERRIS AVE APTS,2022-10-07,,522 S FERRIS AVE ,LOS ANGELES,PR0073250
723 S FETTERLY AVE APTS,2023-10-17,,723 S FETTERLY AVE ,LOS ANGELES,PR0073251
713 1/2 S FETTERLY AVE APTS,2022-11-30,,713 1/2 S FETTERLY AVE ,LOS ANGELES,PR0073252
5975 S BROADWAY APTS,2023-12-06,,5975 S BROADWAY ,LOS ANGELES,PR0079233
2625 KENWOOD AVE APTS,2023-10-31,,2625 KENWOOD AVE ,LOS ANGELES,PR0079236
463 S BIXEL ST APTS,2023-06-26,,463 S BIXEL ST ,LOS ANGELES,PR0079238
924 W BEACH AVE APTS,2023-11-21,,924 W BEACH AVE ,INGLEWOOD,PR0079240
8743 ORION AVE APTS,2021-10-29,,8743 ORION AVE ,NORTH HILLS,PR0081189
720 HOBART APTS,2023-09-28,,720 S HOBART BLVD,LOS ANGELES,PR0081190
716 S BERENDO ST APTS,2023-06-02,,716 S BERENDO ST ,LOS ANGELES,PR0081192
C/O (310) 541-5577,2023-07-05,,525 S SERRANO AVE ,LOS ANGELES,PR0081194
1232 N HOLLYWOOD WY APTS,2025-04-22,,1232 N HOLLYWOOD WY ,BURBANK,PR0091446
4447 OCEAN VIEW BLVD APTS,2024-05-14,,4447 OCEAN VIEW BLVD ,MONTROSE,PR0091449
2339 3/4 FLORENCITA AVE APTS,2023-12-26,,2339 3/4 FLORENCITA AVE ,MONTROSE,PR0091450
6601 CHANSLOR AVE APTS,2021-12-09,,6601 CHANSLOR AVE ,BELL,PR0071999
1159 N POINSETTIA PL APTS,2023-08-11,,1159 N POINSETTIA PL ,LOS ANGELES,PR0072001
1704 S LA BREA AVE APTS,2023-02-04,,1704 S LA BREA AVE ,LOS ANGELES,PR0072002
SUNDOWN,2024-05-07,,1538 N DETROIT ST ,LOS ANGELES,PR0072003
1224 N FORMOSA AVE APTS,2024-12-27,,1224 N FORMOSA AVE ,LOS ANGELES,PR0072004
THE ROYALTO,2022-04-18,,8221 DE LONGPRE AVE ,LOS ANGELES,PR0072005
INCLUDES 975 HANCOCK AVE,2024-08-06,,954 N PALM AVE ,WEST HOLLYWOOD,PR0072007
11121 NEWVILLE AVE APTS,2025-06-24,,11121 NEWVILLE AVE ,DOWNEY,PR0063273
MFD,2023-04-18,,384 W 15TH ST ,SAN PEDRO,PR0063274
721 E MAGNOLIA BLVD APTS,2025-05-16,,721 E MAGNOLIA BLVD ,BURBANK,PR0063275
14128 CALVERT ST APTS,2022-08-23,,14128 CALVERT ST ,VAN NUYS,PR0063278
VERMONT MANOR,2021-12-03,,14210 S VERMONT AVE ,GARDENA,PR0063280
224 S BUENA VISTA ST APTS,2022-08-03,,224 S BUENA VISTA ST ,BURBANK,PR0062061
347 N FLORENCE ST APTS,2025-02-19,,347 N FLORENCE ST ,BURBANK,PR0062063
1509 S SHENANDOAH ST APTS,2022-03-15,,1509 S SHENANDOAH ST ,LOS ANGELES,PR0111422
1410 VENICE BLVD APTS,2023-03-07,,1410 VENICE BLVD ,VENICE,PR0111423
3426 JASMINE AVE APTS,2023-06-15,,3426 JASMINE AVE ,LOS ANGELES,PR0111425
3719 DELMAS TER APTS,2022-12-16,,3719 DELMAS TER ,LOS ANGELES,PR0111429
11734 COLDBROOK AVE APTS,2021-09-28,,11734 COLDBROOK AVE ,DOWNEY,PR0114146
11654 BELLFLOWER BLVD APTS,2021-08-19,,11654 BELLFLOWER BLVD ,DOWNEY,PR0114147
9302 ELM VISTA DR APTS,2023-12-06,,9302 ELM VISTA DR ,DOWNEY,PR0114148
9301 ELM VISTA DR APTS,2022-03-31,,9301 ELM VISTA DR ,DOWNEY,PR0114149
SYCAMORE PINES,2023-06-26,,10045 IMPERIAL HWY ,DOWNEY,PR0114150
11702 COLDBROOK AVE APTS,2023-12-13,,11702 COLDBROOK AVE ,DOWNEY,PR0114151
8982 STATE ST APTS,2022-07-25,,8982 STATE ST ,SOUTH GATE,PR0114152
6432 GALLANT ST APTS,2022-09-13,,6432 GALLANT ST ,BELL GARDENS,PR0073499
CASA DEL RIO SECO,2021-07-23,,9999 IMPERIAL HWY ,DOWNEY,PR0073500
6820 1/2 COLMAR AVE APTS,2022-09-29,,6820 1/2 COLMAR AVE ,BELL GARDENS,PR0073501
6611 HANNON ST APTS,2023-03-19,,6611 HANNON ST ,BELL GARDENS,PR0073502
2643 E 57TH ST APTS,2022-04-28,,2643 E 57TH ST ,HUNTINGTON PARK,PR0073504
4072 RANDOLPH ST APTS,2021-09-01,,4072 RANDOLPH ST ,BELL,PR0073505
2036 S SHERBOURNE DR APTS,2021-07-15,,2036 S SHERBOURNE DR ,LOS ANGELES,PR0110956
12416 PACIFIC AVE APTS,2022-11-22,,12416 PACIFIC AVE ,LOS ANGELES,PR0110958
11813 IOWA AVE APTS,2023-11-14,,11813 IOWA AVE ,LOS ANGELES,PR0110960
3732 WESTWOOD BLVD APTS,2023-05-18,,3732 WESTWOOD BLVD ,LOS ANGELES,PR0110961
1506 S BARRINGTON AVE APTS,2022-11-08,,1506 S BARRINGTON AVE ,LOS ANGELES,PR0110962
711 WESTMOUNT DR APTS,2022-03-31,,711 WESTMOUNT DR ,WEST HOLLYWOOD,PR0114330
920 N STANLEY AVE APTS,2023-10-26,,920 N STANLEY AVE ,LOS ANGELES,PR0114331
4854 MASCOT ST APTS,2023-03-29,,4854 MASCOT ST ,LOS ANGELES,PR0114333
CAMINO PALMERO,2024-09-10,,1725 CAMINO PALMERO DR ,LOS ANGELES,PR0114334
1406 N MARTEL AVE APTS,2024-08-22,,1406 N MARTEL AVE ,LOS ANGELES,PR0114335
8630 BURTON WAY APTS,2021-12-27,,8630 BURTON WAY ,LOS ANGELES,PR0114336
627 N SPAULDING AVE APTS,2024-01-29,,627 N SPAULDING AVE ,LOS ANGELES,PR0114338
7320 FOOTHILL BLVD APTS,2025-09-17,,7320 FOOTHILL BLVD,TUJUNGA,PR0104469
8541 FOOTHILL BLVD APTS,2021-11-17,,8541 FOOTHILL BLVD ,SUNLAND,PR0104470
8567 FOOTHILL BLVD APTS,2025-05-19,,8567 FOOTHILL BLVD ,SUNLAND,PR0104471
10120 COMMERCE AVE APTS,2025-07-24,,10120 COMMERCE AVE ,TUJUNGA,PR0104472
MOTI MAHAL APTS,2025-08-27,,10259 TUJUNGA CANYON BLVD ,TUJUNGA,PR0104474
9915 1/2 MARCUS AVE APTS,2022-11-08,,9915 1/2 MARCUS AVE ,TUJUNGA,PR0104476
TUJUNGA VILLAS,2025-06-09,,10270 TUJUNGA CANYON BLVD ,TUJUNGA,PR0104477
9232 MALLISON AVE APTS,2022-06-07,,9232 MALLISON AVE ,SOUTH GATE,PR0072843
10127 SAN GABRIEL AVE APTS,2023-01-26,,10127 SAN GABRIEL AVE ,SOUTH GATE,PR0072844
6536 MARLOW AVE APTS,2024-01-08,,6536 MARLOW AVE ,BELL GARDENS,PR0072847
12066 DOWNEY AVE APTS,2024-05-14,,12066 DOWNEY AVE ,DOWNEY,PR0072850
KIMBERLY THOR APARTMENTS,2022-11-28,,9220 TELEGRAPH RD ,DOWNEY,PR0072851
24933 WALNUT ST APTS,2024-07-22,,24933 WALNUT ST ,NEWHALL,PR0076406
22725 14TH ST APTS,2024-08-14,,22725 14TH ST ,NEWHALL,PR0076407
10760 SUTTER ST APTS,2024-01-24,,10760 SUTTER ST ,PACOIMA,PR0076409
13180 FOOTHILL BLVD APTS,2022-09-06,,13180 FOOTHILL BLVD ,SYLMAR,PR0076410
323 N BRAND ST APTS,2024-07-29,,323 N BRAND ST ,SAN FERNANDO,PR0076411
232 JESSIE ST APTS,2024-08-15,,232 JESSIE ST ,SAN FERNANDO,PR0076413
MALIBU MANOR,2021-11-24,,8820 VAN NUYS BLVD ,PANORAMA CITY,PR0076414
HASKELL APTS,2021-07-16,,7347 HASKELL AVE ,VAN NUYS,PR0065077
7616 FULTON AVE APTS,2023-06-20,,7616 FULTON AVE ,NORTH HOLLYWOOD,PR0065079
7002 HAYVENHURST AVE APTS,2023-06-13,,7002 HAYVENHURST AVE ,VAN NUYS,PR0065080
TERRA GRANDE APARTMENTS,2021-08-18,,14737 SHERMAN WY ,VAN NUYS,PR0065081
16445 VICTORY BLVD APTS,2024-07-31,,16445 VICTORY BLVD ,VAN NUYS,PR0065082
LAKE VIEW MANSION,2023-01-03,,433 S LAKE ST ,LOS ANGELES,PR0095837
GRAND VIEW VILLA,2022-10-13,,449 S GRAND VIEW ST ,LOS ANGELES,PR0095839
AKA 4028-4032 CLINTON ST,2023-05-01,,562 N JUANITA AVE ,LOS ANGELES,PR0095840
4524 WADSWORTH APTS,2022-04-05,,4524 WADSWORTH AVE,LOS ANGELES,PR0095844
515 S HARVARD BLVD APTS,2024-03-11,,515 S HARVARD BLVD ,LOS ANGELES,PR0070300
327 S SERRANO AVE APTS,2023-07-06,,327 S SERRANO AVE ,LOS ANGELES,PR0070301
3030 SAN MARINO ST APTS,2021-11-03,,3030 SAN MARINO ST ,LOS ANGELES,PR0070302
118 N KENMORE AVE APTS,2023-07-03,,118 N KENMORE AVE ,LOS ANGELES,PR0070304
645 N ARDMORE AVE APTS,2022-10-20,,645 N ARDMORE AVE ,LOS ANGELES,PR0070305
3533 PERCY ST APTS,2024-05-02,,3533 PERCY ST ,LOS ANGELES,PR0070307
1540 N FULLER AVE APTS,2022-07-21,,1540 N FULLER AVE ,LOS ANGELES,PR0114065
CLOVERDALE TOWERS,2023-07-17,,340 S CLOVERDALE AVE ,LOS ANGELES,PR0114066
1420 N SIERRA BONITA AVE APTS,2023-04-26,,1420 N SIERRA BONITA AVE ,LOS ANGELES,PR0114068
3753 GREENFIELD AVE APTS,2023-04-26,,3753 GREENFIELD AVE ,LOS ANGELES,PR0112708
2451 PURDUE AVE APTS,2022-08-18,,2451 PURDUE AVE ,LOS ANGELES,PR0112711
2425 PURDUE AVE APTS,2022-07-26,,2425 PURDUE AVE ,LOS ANGELES,PR0112713
11570 NEBRASKA AVE APTS,2024-01-17,,11570 NEBRASKA AVE ,LOS ANGELES,PR0112715
1060 1/2 S LEONARD AVE APTS,2022-12-13,,1060 1/2 LEONARD AVE,LOS ANGELES,PR0100115
529 N 21ST ST APTS,2023-11-20,,529 N 21ST ST ,MONTEBELLO,PR0100117
CAPRI APT,2022-12-21,,752 VIA ALTAMIRA ,MONTEBELLO,PR0100119
6045 E FAIRFIELD ST APTS,2022-12-13,,6045 E FAIRFIELD ST ,LOS ANGELES,PR0100120
1062-66 1/2 S GAGE AVE,2022-12-14,,1062 1/2 S GAGE AVE ,LOS ANGELES,PR0100121
128 N POPLAR AVE APTS,2025-06-24,,128 N POPLAR AVE ,MONTEBELLO,PR0100122
757 S LEONARD AVE APTS,2022-10-04,,757 S LEONARD AVE ,LOS ANGELES,PR0100123
3121 S CANFIELD AVE APTS,2023-11-22,,3121 S CANFIELD AVE ,LOS ANGELES,PR0109375
11923 VENICE BLVD APTS,2021-10-14,,11923 VENICE BLVD ,LOS ANGELES,PR0109378
1961 S GARTH AVE APTS,2023-01-06,,1961 S GARTH AVE ,LOS ANGELES,PR0109381
11501 VENICE BLVD APTS,2022-07-01,,11501 VENICE BLVD ,LOS ANGELES,PR0109382
3875 WADE ST APTS,2022-01-03,,3875 WADE ST ,LOS ANGELES,PR0111392
3744 WATSEKA AVE APTS,2023-06-21,,3744 WATSEKA AVE ,LOS ANGELES,PR0111394
3911 WADE ST APTS,2022-01-03,,3911 WADE ST ,LOS ANGELES,PR0111396
PATRICIAN APTS,2021-12-21,,5474 NEWCASTLE AVE ,ENCINO,PR0078680
WEDDINGTON APARTMENTS,2022-06-23,,15370 WEDDINGTON ST ,VAN NUYS,PR0078682
14606 BLYTHE ST APTS,2025-09-30,,14606 BLYTHE ST ,PANORAMA CITY,PR0078683
6914 FULTON AVE APTS,2023-05-17,,6914 FULTON AVE ,NORTH HOLLYWOOD,PR0078685
7063 FULTON AVE APTS,2023-12-15,,7063 FULTON AVE ,NORTH HOLLYWOOD,PR0078686
7510 HASKELL AVE APTS,2021-11-19,,7510 HASKELL AVE ,VAN NUYS,PR0078687
PARKVIEW FOOTHILL APTS,2024-12-17,,11886 FOOTHILL BLVD ,SYLMAR,PR0080827
12661 PIERCE ST APTS,2021-10-07,,12661 PIERCE ST ,PACOIMA,PR0080828
17330 CHATSWORTH ST APTS,2024-07-31,,17330 CHATSWORTH ST ,GRANADA HILLS,PR0080830
249 S UNION PL APTS,2023-04-21,,249 S UNION PL ,LOS ANGELES,PR0074092
4046 CUMBERLAND AVE APTS,2022-03-07,,4046 CUMBERLAND AVE ,LOS ANGELES,PR0074094
3000 GRIFFITH PARK BLVD APTS,2024-01-04,,3000 GRIFFITH PARK BLVD ,LOS ANGELES,PR0074096
14116 SYLVAN ST APTS,2023-03-13,,14116 SYLVAN ST ,VAN NUYS,PR0103801
6327 COLDWATER CANYON AVE APTS,2024-02-20,,6327 COLDWATER CANYON AVE ,NORTH HOLLYWOOD,PR0103802
TARZANA BILTMORE,2022-04-12,,18434 COLLINS ST ,TARZANA,PR0103803
7234 MILWOOD AVE APTS,2022-06-21,,7234 MILWOOD AVE ,CANOGA PARK,PR0103805
12713 CASWELL AVE APTS,2023-08-21,,12713 CASWELL AVE ,LOS ANGELES,PR0108514
12310 PACIFIC AVE APTS,2023-09-28,,12310 PACIFIC AVE ,LOS ANGELES,PR0108517
11105 ROSE AVE APTS,2022-07-27,,11105 ROSE AVE ,LOS ANGELES,PR0108520
3722 BAGLEY AVE APTS,2021-10-15,,3722 BAGLEY AVE ,LOS ANGELES,PR0108521
1807 N EDGEMONT ST APTS,2023-06-29,,1807 N EDGEMONT ST ,LOS ANGELES,PR0094551
149 S ST ANDREWS PL APTS,2023-03-06,,149 S ST ANDREWS PL ,LOS ANGELES,PR0094552
1131 N BEACHWOOD BLVD APTS,2022-10-14,,1131 N BEACHWOOD BLVD ,LOS ANGELES,PR0094554
5183 MARATHON ST APTS,2022-05-11,,5183 MARATHON ST ,LOS ANGELES,PR0094555
5314 FRANKLIN AVE APTS,2023-01-27,,5314 FRANKLIN AVE ,LOS ANGELES,PR0094556
5823 GREGORY AVE APTS,2023-10-25,,5823 GREGORY AVE ,LOS ANGELES,PR0094558
1845 N CANYON DR APTS,2022-12-21,,1845 N CANYON DR ,LOS ANGELES,PR0092251
902-914 N MADISON AVE APTS,2023-05-04,,902 N MADISON AVE ,LOS ANGELES,PR0092253
2905 LEEWARD AVE APTS,2023-02-10,,2905 LEEWARD AVE ,LOS ANGELES,PR0092255
232 S LA FAYETTE PARK PL APTS,2023-05-05,,232 S LA FAYETTE PARK PL ,LOS ANGELES,PR0092256
2228 3/4 W 15TH ST APTS,2023-04-19,,2228 3/4 W 15TH ST ,LOS ANGELES,PR0092257
5903 GALLANT ST APTS,2022-10-28,,5903 GALLANT ST ,BELL GARDENS,PR0073615
4916 ELIZABETH ST APTS,2024-01-11,,4916 ELIZABETH ST ,CUDAHY,PR0073616
6155 1/2 GAGE AVE APTS,2023-08-04,,6155 1/2 GAGE AVE ,BELL GARDENS,PR0073620
DOWNEY-LOVELAND,2023-04-22,,5953 LOVELAND ST ,BELL GARDENS,PR0073621
12549 OLD RIVER SCHOOL RD APTS,2023-02-15,,12549 OLD RIVER SCHOOL RD ,DOWNEY,PR0073622
6552 JABONERIA RD APTS,2024-01-02,,6552 JABONERIA RD ,BELL GARDENS,PR0073623
10411 LA REINA AVE APTS,2023-10-24,,10411 LA REINA AVE ,DOWNEY,PR0093867
10300 LA REINA AVE APTS,2023-08-24,,10300 LA REINA AVE ,DOWNEY,PR0093868
8401 E FONTANA ST APTS,2023-12-28,,8401 E FONTANA ST ,DOWNEY,PR0093870
THE KENSINGTON,2023-11-16,,9150 E FLORENCE AVE ,DOWNEY,PR0093871
10819 BROOKSHIRE AVE APTS,2021-11-10,,10819 BROOKSHIRE AVE ,DOWNEY,PR0093872
6807 CHANSLOR AVE APTS,2021-09-24,,6807 CHANSLOR AVE ,BELL,PR0093875
1015 N ARDMORE AVE APTS,2022-08-17,,1015 N ARDMORE AVE ,LOS ANGELES,PR0100704
237 1/2 S HOOVER ST APTS,2025-02-05,,237 1/2 S HOOVER ST ,LOS ANGELES,PR0100708
CELL (213) 307-2407,2023-05-15,,546 N VIRGIL AVE ,LOS ANGELES,PR0100711
6018 S 010TH AVE APTS,2023-10-06,,6018 S 10TH AVE,LOS ANGELES,PR0100585
110 S SWEETZER AVE APTS,2023-08-16,,110 S SWEETZER AVE ,LOS ANGELES,PR0082104
4533 W 17TH ST APTS,2023-12-15,,4533 W 17TH ST ,LOS ANGELES,PR0082105
INCL 8319-25 1ST ST,2023-10-17,,100 N FLORES ST ,LOS ANGELES,PR0082106
1527 S MEADOWBROOK AVE APTS,2023-06-12,,1527 S MEADOWBROOK AVE ,LOS ANGELES,PR0082107
1154 1/2 N FULLER AVE APTS,2023-07-24,,1154 1/2 N FULLER AVE ,LOS ANGELES,PR0082108
4865 W ST ELMO DR APTS,2024-01-10,,4865 W ST ELMO DR ,LOS ANGELES,PR0082111
1829 BELOIT AVE APTS,2023-08-31,,1829 BELOIT AVE ,LOS ANGELES,PR0111690
1619 BROCKTON AVE APTS,2022-11-21,,1619 BROCKTON AVE ,LOS ANGELES,PR0111692
3836 KEYSTONE AVE APTS,2023-09-28,,3836 KEYSTONE AVE ,CULVER CITY,PR0111694
INCLUDES 11510 IOWA AVE,2023-06-28,,1701 BUTLER AVE ,LOS ANGELES,PR0111695
12720 PACIFIC AVE APTS,2022-10-27,,12720 PACIFIC AVE ,LOS ANGELES,PR0111696
846 S SERRANO AVE APTS,2024-01-03,,846 S SERRANO AVE ,LOS ANGELES,PR0082515
3276 MONETTE PL APTS,2023-11-27,,3276 MONETTE PL ,LOS ANGELES,PR0082516
